ticker,name,ISIN,申万行业分类,申万行业代码,中信行业分类,中信行业代码,上证50,沪深300,中证500,市值,申万一级名称,申万二级名称
300235.SZ,方直科技,CNE100001559,计算机-计算机应用-软件开发,1000012601000000-6122020000000000-1000012602000000,消费者服务--教育--教育信息化及在线教育,b10f000000000000-1000034776000000-1000034781000000,否,否,否,23.94949654,计算机,计算机应用
300236.SZ,上海新阳,CNE100001542,化工-化学制品-其他化学制品,6103000000000000-6103040000000000-6103040900000000,基础化工--其他化学制品Ⅱ--电子化学品,b106000000000000-b106040000000000-1000034708000000,否,否,否,151.1083714,化工,化学制品
300237.SZ,美晨生态,CNE100001534,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,6106020000000000-1000012551000000-1000012553000000,建筑--建筑施工--园林工程,b107000000000000-b107010000000000-1000034719000000,否,否,否,47.95139283,建筑装饰,园林工程Ⅱ
300238.SZ,冠昊生物,CNE100001575,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,否,67.82682832,医药生物,医疗器械Ⅱ
300239.SZ,东宝生物,CNE100001583,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,否,30.4215293,医药生物,生物制品Ⅱ
300240.SZ,飞力达,CNE100001591,交通运输-物流Ⅱ-物流Ⅲ,6117000000000000-6117080000000000-6117080100000000,交通运输--物流--物流综合,b10o000000000000-b10o020000000000-b10o020200000000,否,否,否,23.1033762,交通运输,物流Ⅱ
300241.SZ,瑞丰光电,CNE1000015G5,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,电子--光学光电--LED,b10p000000000000-1000034831000000-1000034833000000,否,否,否,39.80956575,电子,光学光电子
300242.SZ,佳云科技,CNE1000015H3,传媒-营销传播-营销服务,6122010000000000-1000012607000000-1000004629000000,传媒--广告营销--互联网广告营销,b10s000000000000-1000034854000000-1000034855000000,否,否,否,36.67729195,传媒,营销传播
300243.SZ,瑞丰高材,CNE1000015J9,化工-化学制品-其他化学制品,6103000000000000-6103040000000000-6103040900000000,基础化工--其他化学制品Ⅱ--其他化学制品Ⅲ,b106000000000000-b106040000000000-b106040700000000,否,否,否,31.36358489,化工,化学制品
300244.SZ,迪安诊断,CNE1000015N1,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--其他医药医疗--医疗器械,b10i000000000000-b10i040000000000-b10i040200000000,否,否,是,205.371696,医药生物,医疗器械Ⅱ
300245.SZ,天玑科技,CNE1000015P6,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,34.10417524,计算机,计算机应用
300246.SZ,宝莱特,CNE1000015Q4,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--其他医药医疗--医疗器械,b10i000000000000-b10i040000000000-b10i040200000000,否,否,否,40.9338576,医药生物,医疗器械Ⅱ
300247.SZ,融捷健康,CNE1000015V4,家用电器-白色家电-小家电,6111000000000000-6111010000000000-6111010400000000,家电--小家电Ⅱ--小家电Ⅲ,b10g000000000000-b10g030000000000-b10g030100000000,否,否,否,25.32726986,家用电器,白色家电
300248.SZ,新开普,CNE1000015W2,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,否,49.60063623,计算机,计算机应用
300249.SZ,依米康,CNE1000015Z5,家用电器-白色家电-空调,6111000000000000-6111010000000000-6111010200000000,计算机--计算机设备--通用计算机设备,b10r000000000000-b10r010000000000-b10r010100000000,否,否,否,31.71658907,家用电器,白色家电
300250.SZ,初灵信息,CNE100001609,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,28.79667817,计算机,计算机应用
300251.SZ,光线传媒,CNE100001617,传媒-文化传媒-影视动漫,6122010000000000-1000012604000000-6122010200000000,传媒--文化娱乐--影视,b10s000000000000-1000034857000000-1000034858000000,否,否,是,371.9815492,传媒,文化传媒
300252.SZ,金信诺,CNE1000016G3,通信-通信设备-通信传输设备,1000012611000000-6110020000000000-6110020300000000,国防军工--其他军工Ⅱ--其他军工Ⅲ,b10c000000000000-b10c030000000000-b10c030100000000,否,否,否,67.04529263,通信,通信设备
300253.SZ,卫宁健康,CNE1000016F5,计算机-计算机应用-软件开发,1000012601000000-6122020000000000-1000012602000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,是,340.9903972,计算机,计算机应用
300254.SZ,仟源医药,CNE1000016D0,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,否,17.57655801,医药生物,化学制药
300255.SZ,常山药业,CNE1000016C2,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,否,60.86634376,医药生物,生物制品Ⅱ
300256.SZ,星星科技,CNE1000016B4,电子-电子制造-电子零部件制造,6108000000000000-1000004583000000-1000004611000000,电子--消费电子--消费电子组件,b10p000000000000-1000034836000000-1000034837000000,否,否,否,67.247135,电子,电子制造
300257.SZ,开山股份,CNE100001690,机械设备-通用机械-其它通用机械,6107000000000000-6107020000000000-6107020600000000,机械--专用机械--其他专用机械,b10a000000000000-b10a020000000000-b10a020300000000,否,否,是,126.7266,机械设备,通用机械
300258.SZ,精锻科技,CNE1000016K5,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,否,89.36847468,汽车,汽车零部件Ⅱ
300259.SZ,新天科技,CNE1000016P4,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,6107000000000000-6107030000000000-6107030100000000,机械--仪器仪表Ⅱ--仪器仪表Ⅲ,b10a000000000000-b10a050000000000-b10a050100000000,否,否,否,63.60309553,机械设备,仪器仪表Ⅱ
300260.SZ,新莱应材,CNE1000016R0,机械设备-通用机械-机械基础件,6107000000000000-6107020000000000-6107020200000000,机械--通用设备--基础件,b10a000000000000-b10a030000000000-b10a030400000000,否,否,否,44.40562417,机械设备,通用机械
300261.SZ,雅本化学,CNE1000016S8,化工-化学制品-农药,6103000000000000-6103040000000000-6103040300000000,基础化工--农用化工--农药,b106000000000000-b106010000000000-b106010500000000,否,否,否,62.22979183,化工,化学制品
300262.SZ,巴安水务,CNE100001724,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,29.06788776,公用事业,环保工程及服务Ⅱ
300263.SZ,隆华科技,CNE100001716,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,机械--专用机械--其他专用机械,b10a000000000000-b10a020000000000-b10a020300000000,否,否,否,70.6826024,公用事业,环保工程及服务Ⅱ
300264.SZ,佳创视讯,CNE1000016W0,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,通信--通信设备制造--通信终端及配件,b10q000000000000-b10q020000000000-b10q020300000000,否,否,否,19.87011,计算机,计算机应用
300265.SZ,通光线缆,CNE100001708,电气设备-高低压设备-线缆部件及其他,6107010000000000-1000012574000000-1000012578000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,否,44.30040363,电气设备,高低压设备
300266.SZ,兴源环境,CNE100001773,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,56.78884737,公用事业,环保工程及服务Ⅱ
300267.SZ,尔康制药,CNE100001781,医药生物-化学制药-化学原料药,6115000000000000-6115010000000000-6115010100000000,医药--化学制药--化学原料药,b10i000000000000-b10i010000000000-b10i010100000000,否,否,否,96.94242889,医药生物,化学制药
300268.SZ,佳沃股份,CNE100001799,农林牧渔-农产品加工-其他农产品加工,6101000000000000-6101020000000000-1000004586000000,农林牧渔--农产品加工Ⅱ--农产品加工Ⅲ,b10k000000000000-1000034803000000-1000034804000000,否,否,否,22.75052,农林牧渔,农产品加工
300269.SZ,联建光电,CNE1000018Z9,传媒-营销传播-营销服务,6122010000000000-1000012607000000-1000004629000000,传媒--广告营销--其他广告营销,b10s000000000000-1000034854000000-1000034856000000,否,否,否,29.29164537,传媒,营销传播
300270.SZ,中威电子,CNE100001906,计算机-计算机设备Ⅱ-计算机设备Ⅲ,1000012601000000-6110010000000000-6110010100000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,否,21.13586075,计算机,计算机设备Ⅱ
300271.SZ,华宇软件,CNE000001QM5,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,是,209.69817,计算机,计算机应用
300272.SZ,开能健康,CNE1000018L9,家用电器-白色家电-小家电,6111000000000000-6111010000000000-6111010400000000,家电--小家电Ⅱ--小家电Ⅲ,b10g000000000000-b10g030000000000-b10g030100000000,否,否,否,33.33586879,家用电器,白色家电
300273.SZ,和佳医疗,CNE1000018K1,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--其他医药医疗--医疗器械,b10i000000000000-b10i040000000000-b10i040200000000,否,否,否,50.76949419,医药生物,医疗器械Ⅱ
300274.SZ,阳光电源,CNE1000018M7,电气设备-电源设备-光伏设备,6107010000000000-6107010300000000-1000012570000000,电力设备及新能源--电源设备--太阳能,b10b000000000000-b10b030000000000-b10b030300000000,否,否,是,699.3279643,电气设备,电源设备
300275.SZ,梅安森,CNE1000018N5,机械设备-专用设备-冶金矿采化工设备,6107000000000000-6107040000000000-6107040500000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,否,19.461427,机械设备,专用设备
300276.SZ,三丰智能,CNE100001963,机械设备-专用设备-其它专用机械,6107000000000000-6107040000000000-6107040700000000,机械--通用设备--工业机器人及工控系统,b10a000000000000-b10a030000000000-1000034751000000,否,否,否,73.42591993,机械设备,专用设备
300277.SZ,海联讯,CNE100001997,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,39.4295,计算机,计算机应用
300278.SZ,华昌达,CNE1000019N3,机械设备-通用机械-其它通用机械,6107000000000000-6107020000000000-6107020600000000,机械--通用设备--工业机器人及工控系统,b10a000000000000-b10a030000000000-1000034751000000,否,否,否,34.45748287,机械设备,通用机械
300279.SZ,和晶科技,CNE100001B15,电子-电子制造-电子零部件制造,6108000000000000-1000004583000000-1000004611000000,家电--照明电工及其他--其他家电,b10g000000000000-b10g040000000000-b10g040200000000,否,否,否,29.18122987,电子,电子制造
300280.SZ,紫天科技,CNE100001B23,传媒-营销传播-营销服务,6122010000000000-1000012607000000-1000004629000000,传媒--广告营销--互联网广告营销,b10s000000000000-1000034854000000-1000034855000000,否,否,否,81.42182979,传媒,营销传播
300281.SZ,金明精机,CNE100001B31,机械设备-专用设备-其它专用机械,6107000000000000-6107040000000000-6107040700000000,机械--通用设备--塑料加工机械,b10a000000000000-b10a030000000000-1000034753000000,否,否,否,29.03140409,机械设备,专用设备
300282.SZ,三盛教育,CNE100001B49,传媒-文化传媒-其他文化传媒,6122010000000000-1000012604000000-1000012606000000,消费者服务--教育--教育信息化及在线教育,b10f000000000000-1000034776000000-1000034781000000,否,否,否,20.24997922,传媒,文化传媒
300283.SZ,温州宏丰,CNE100001F86,电气设备-高低压设备-低压设备,6107010000000000-1000012574000000-1000012577000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,否,30.6627399,电气设备,高低压设备
300284.SZ,苏交科,CNE100001F94,建筑装饰-基础建设-路桥施工,6106020000000000-1000004602000000-1000012555000000,建筑--建筑设计及服务Ⅱ--建筑设计及服务Ⅲ,b107000000000000-1000034721000000-1000034722000000,否,否,否,69.84408996,建筑装饰,基础建设
300285.SZ,国瓷材料,CNE100001FB0,化工-化学原料-无机盐,6103000000000000-6103030000000000-6103030300000000,基础化工--其他化学制品Ⅱ--电子化学品,b106000000000000-b106040000000000-1000034708000000,否,否,是,375.703013,化工,化学原料
300286.SZ,安科瑞,CNE100001FC8,电气设备-电气自动化设备-计量仪表,6107010000000000-1000012564000000-1000012567000000,电力设备及新能源--电气设备--电力电子及自动化,b10b000000000000-b10b020000000000-1000034755000000,否,否,否,40.90301064,电气设备,电气自动化设备
300287.SZ,飞利信,CNE100001BD5,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,73.19896421,计算机,计算机应用
300288.SZ,朗玛信息,CNE100001C14,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,43.52685258,计算机,计算机应用
300289.SZ,利德曼,CNE100001C22,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,否,27.74732581,医药生物,医疗器械Ⅱ
300290.SZ,荣科科技,CNE100001C30,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,44.75484196,计算机,计算机应用
300291.SZ,华录百纳,CNE100001BX3,传媒-文化传媒-影视动漫,6122010000000000-1000012604000000-6122010200000000,传媒--文化娱乐--影视,b10s000000000000-1000034857000000-1000034858000000,否,否,否,45.36978902,传媒,文化传媒
300292.SZ,吴通控股,CNE100001C89,传媒-互联网传媒-互联网信息服务,6122010000000000-1000012608000000-6122040100000000,通信--增值服务Ⅱ--增值服务Ⅲ,b10q000000000000-b10q030000000000-b10q030100000000,否,否,否,63.10509856,传媒,互联网传媒
300293.SZ,蓝英装备,CNE100001FD6,机械设备-专用设备-其它专用机械,6107000000000000-6107040000000000-6107040700000000,机械--专用机械--其他专用机械,b10a000000000000-b10a020000000000-b10a020300000000,否,否,否,56.241,机械设备,专用设备
300294.SZ,博雅生物,CNE100001FF1,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,否,163.2768084,医药生物,生物制品Ⅱ
300295.SZ,三六五网,CNE100001C97,传媒-互联网传媒-互联网信息服务,6122010000000000-1000012608000000-6122040100000000,传媒--互联网媒体--信息搜索与聚合,b10s000000000000-1000034862000000-1000034863000000,否,否,否,26.36265053,传媒,互联网传媒
300296.SZ,利亚德,CNE100001CB7,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,电子--光学光电--LED,b10p000000000000-1000034831000000-1000034833000000,否,否,是,188.1746988,电子,光学光电子
300297.SZ,蓝盾股份,CNE100001CC5,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机设备--通用计算机设备,b10r000000000000-b10r010000000000-b10r010100000000,否,否,否,79.86428544,计算机,计算机应用
300298.SZ,三诺生物,CNE100001CJ0,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--其他医药医疗--医疗器械,b10i000000000000-b10i040000000000-b10i040200000000,否,否,否,188.9281841,医药生物,医疗器械Ⅱ
300299.SZ,富春股份,CNE100001CK8,传媒-互联网传媒-互联网信息服务,6122010000000000-1000012608000000-6122040100000000,传媒--文化娱乐--游戏,b10s000000000000-1000034857000000-1000034860000000,否,否,否,57.23380136,传媒,互联网传媒
300300.SZ,海峡创新,CNE100001CL6,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,41.55946873,计算机,计算机应用
300301.SZ,长方集团,CNE100001CV5,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,电子--光学光电--LED,b10p000000000000-1000034831000000-1000034833000000,否,否,否,41.95477563,电子,光学光电子
300302.SZ,同有科技,CNE100001CW3,计算机-计算机设备Ⅱ-计算机设备Ⅲ,1000012601000000-6110010000000000-6110010100000000,计算机--计算机设备--通用计算机设备,b10r000000000000-b10r010000000000-b10r010100000000,否,否,否,58.06441883,计算机,计算机设备Ⅱ
300303.SZ,聚飞光电,CNE100001CM4,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,电子--光学光电--LED,b10p000000000000-1000034831000000-1000034833000000,否,否,否,75.78677689,电子,光学光电子
300304.SZ,云意电气,CNE100001CX1,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,否,49.53726023,汽车,汽车零部件Ⅱ
300305.SZ,裕兴股份,CNE100001CR3,化工-塑料-其他塑料制品,6103000000000000-6103060000000000-6103060100000000,基础化工--塑料及制品--膜材料,b106000000000000-1000034709000000-1000034712000000,否,否,否,28.9619259,化工,塑料
300306.SZ,远方信息,CNE100001CS1,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,6107000000000000-6107030000000000-6107030100000000,机械--仪器仪表Ⅱ--仪器仪表Ⅲ,b10a000000000000-b10a050000000000-b10a050100000000,否,否,否,31.08660887,机械设备,仪器仪表Ⅱ
300307.SZ,慈星股份,CNE100001CT9,机械设备-专用设备-纺织服装设备,6107000000000000-6107040000000000-6107040100000000,机械--专用机械--纺织服装机械,b10a000000000000-b10a020000000000-b10a020200000000,否,否,否,56.90149547,机械设备,专用设备
300308.SZ,中际旭创,CNE100001CY9,通信-通信设备-通信传输设备,1000012611000000-6110020000000000-6110020300000000,通信--通信设备制造--网络接配及塔设,b10q000000000000-b10q020000000000-b10q020500000000,否,否,否,352.2322607,通信,通信设备
300309.SZ,吉艾科技,CNE100001CZ6,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,综合金融--多领域控股Ⅱ--多领域控股Ⅲ,1000034812000000-1000034816000000-1000034817000000,否,否,否,29.06485949,非银金融,多元金融Ⅱ
300310.SZ,宜通世纪,CNE100001D47,通信-通信设备-通信配套服务,1000012611000000-6110020000000000-6110020400000000,通信--通讯工程服务--网络覆盖优化与运维,b10q000000000000-1000034841000000-1000034842000000,否,否,否,54.48649722,通信,通信设备
300311.SZ,任子行,CNE100001D54,计算机-计算机应用-软件开发,1000012601000000-6122020000000000-1000012602000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,47.89510367,计算机,计算机应用
300312.SZ,邦讯技术,CNE100001DC3,通信-通信设备-通信配套服务,1000012611000000-6110020000000000-6110020400000000,通信--通信设备制造--网络接配及塔设,b10q000000000000-b10q020000000000-b10q020500000000,否,否,否,26.659332,通信,通信设备
300313.SZ,天山生物,CNE100001D62,农林牧渔-畜禽养殖Ⅱ-畜禽养殖Ⅲ,6101000000000000-1000004580000000-1000004587000000,农林牧渔--畜牧业--畜牧养殖,b10k000000000000-b10k020000000000-b10k020300000000,否,否,否,59.99776681,农林牧渔,畜禽养殖Ⅱ
300314.SZ,戴维医疗,CNE100001DD1,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--其他医药医疗--医疗器械,b10i000000000000-b10i040000000000-b10i040200000000,否,否,否,54.0288,医药生物,医疗器械Ⅱ
300315.SZ,掌趣科技,CNE100001DH2,传媒-互联网传媒-移动互联网服务,6122010000000000-1000012608000000-1000012609000000,传媒--文化娱乐--游戏,b10s000000000000-1000034857000000-1000034860000000,否,否,是,170.9640199,传媒,互联网传媒
300316.SZ,晶盛机电,CNE100001DJ8,电气设备-电源设备-光伏设备,6107010000000000-6107010300000000-1000012570000000,机械--专用机械--光伏设备,b10a000000000000-b10a020000000000-1000034748000000,否,否,是,370.3182836,电气设备,电源设备
300317.SZ,珈伟新能,CNE100001DK6,电气设备-电源设备-光伏设备,6107010000000000-6107010300000000-1000012570000000,电力设备及新能源--电源设备--太阳能,b10b000000000000-b10b030000000000-b10b030300000000,否,否,否,55.39187573,电气设备,电源设备
300318.SZ,博晖创新,CNE000001QR4,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,否,112.4871982,医药生物,医疗器械Ⅱ
300319.SZ,麦捷科技,CNE100001DM2,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--元器件--被动元件,b10p000000000000-b10p030000000000-1000034830000000,否,否,否,66.28289985,电子,光学光电子
300320.SZ,海达股份,CNE100001DT7,化工-橡胶-其他橡胶制品,6103000000000000-6103070000000000-6103070200000000,基础化工--橡胶及制品--橡胶制品,b106000000000000-1000034714000000-1000034716000000,否,否,否,38.4188648,化工,橡胶
300321.SZ,同大股份,CNE100001DL4,化工-塑料-合成革,6103000000000000-6103060000000000-1000004591000000,基础化工--其他化学制品Ⅱ--聚氨酯,b106000000000000-b106040000000000-1000034705000000,否,否,否,20.25528,化工,塑料
300322.SZ,硕贝德,CNE100001F03,电子-电子制造-电子零部件制造,6108000000000000-1000004583000000-1000004611000000,通信--通信设备制造--通信终端及配件,b10q000000000000-b10q020000000000-b10q020300000000,否,否,否,58.94095127,电子,电子制造
300323.SZ,华灿光电,CNE100001DV3,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,电子--光学光电--LED,b10p000000000000-1000034831000000-1000034833000000,否,否,否,132.3699652,电子,光学光电子
300324.SZ,旋极信息,CNE100001F11,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,是,91.50736186,计算机,计算机应用
300325.SZ,德威新材,CNE100001DW1,化工-塑料-其他塑料制品,6103000000000000-6103060000000000-6103060100000000,基础化工--塑料及制品--其他塑料制品,b106000000000000-1000034709000000-1000034713000000,否,否,否,33.59181904,化工,塑料
300326.SZ,凯利泰,CNE100001FG9,医药生物-医疗器械Ⅱ-医疗器械Ⅲ,6115000000000000-6115030000000000-6115030100000000,医药--其他医药医疗--医疗器械,b10i000000000000-b10i040000000000-b10i040200000000,否,否,否,107.4342831,医药生物,医疗器械Ⅱ
300327.SZ,中颖电子,CNE100001FH7,电子-半导体-集成电路,6108000000000000-6108010000000000-6108010100000000,电子--半导体--集成电路,b10p000000000000-b10p010000000000-1000034825000000,否,否,否,104.5665857,电子,半导体
300328.SZ,宜安科技,CNE100001H01,有色金属-工业金属-铝,6105000000000000-1000012617000000-6105020200000000,有色金属--工业金属--铝,b103000000000000-b103020000000000-b103020500000000,否,否,否,71.59692732,有色金属,工业金属
300329.SZ,海伦钢琴,CNE100001H19,轻工制造-家用轻工-文娱用品,6114000000000000-6114020000000000-1000004627000000,轻工制造--文娱轻工Ⅱ--文娱轻工Ⅲ,b109000000000000-1000034739000000-1000034740000000,否,否,否,20.03123052,轻工制造,家用轻工
300330.SZ,华虹计通,CNE100001H27,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,否,18.93006374,计算机,计算机应用
300331.SZ,苏大维格,CNE100001H35,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--消费电子--消费电子组件,b10p000000000000-1000034836000000-1000034837000000,否,否,否,58.0041326,电子,光学光电子
300332.SZ,天壕环境,CNE100001H43,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,47.61886647,公用事业,环保工程及服务Ⅱ
300333.SZ,兆日科技,CNE100001H50,计算机-计算机设备Ⅱ-计算机设备Ⅲ,1000012601000000-6110010000000000-6110010100000000,计算机--计算机设备--专用计算机设备,b10r000000000000-b10r010000000000-b10r010200000000,否,否,否,37.6992,计算机,计算机设备Ⅱ
300334.SZ,津膜科技,CNE100001HF7,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,27.72959968,公用事业,环保工程及服务Ⅱ
300335.SZ,迪森股份,CNE100001HG5,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,22.61184823,公用事业,环保工程及服务Ⅱ
300336.SZ,新文化,CNE100001HH3,传媒-营销传播-营销服务,6122010000000000-1000012607000000-1000004629000000,传媒--媒体--广播电视,b10s000000000000-b10s010000000000-b10s010200000000,否,否,否,32.24920768,传媒,营销传播
300337.SZ,银邦股份,CNE100001JS6,有色金属-工业金属-铝,6105000000000000-1000012617000000-6105020200000000,有色金属--工业金属--铝,b103000000000000-b103020000000000-b103020500000000,否,否,否,53.342608,有色金属,工业金属
300338.SZ,开元股份,CNE100001JV0,传媒-文化传媒-其他文化传媒,6122010000000000-1000012604000000-1000012606000000,消费者服务--教育--高等及职业教育,b10f000000000000-1000034776000000-1000034780000000,否,否,否,23.78055909,传媒,文化传媒
300339.SZ,润和软件,CNE100001JT4,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,82.98600963,计算机,计算机应用
300340.SZ,科恒股份,CNE100001JW8,电子-其他电子Ⅱ-其他电子Ⅲ,6108000000000000-6108020000000000-6108020100000000,基础化工--其他化学制品Ⅱ--锂电化学品,b106000000000000-b106040000000000-1000034702000000,否,否,否,27.36666888,电子,其他电子Ⅱ
300341.SZ,麦克奥迪,CNE100001JX6,机械设备-仪器仪表Ⅱ-仪器仪表Ⅲ,6107000000000000-6107030000000000-6107030100000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,否,46.32283091,机械设备,仪器仪表Ⅱ
300342.SZ,天银机电,CNE100001JY4,家用电器-白色家电-家电零部件,6111000000000000-6111010000000000-6111010500000000,家电--照明电工及其他--其他家电,b10g000000000000-b10g040000000000-b10g040200000000,否,否,否,67.22787695,家用电器,白色家电
300343.SZ,联创股份,CNE100001K14,传媒-营销传播-营销服务,6122010000000000-1000012607000000-1000004629000000,传媒--广告营销--互联网广告营销,b10s000000000000-1000034854000000-1000034855000000,否,否,否,40.65888081,传媒,营销传播
