ticker,name,ISIN,申万行业分类,申万行业代码,中信行业分类,中信行业代码,上证50,沪深300,中证500,市值,申万一级名称,申万二级名称
000001.SZ,平安银行,CNE000000040,银行-银行Ⅱ-银行Ⅲ,1000012612000000-6119020000000000-6119020100000000,银行--全国性股份制银行Ⅱ--全国性股份制银行Ⅲ,b10l000000000000-b10l020000000000-b10l020100000000,否,是,否,3784.154049,银行,银行Ⅱ
000002.SZ,万科A,CNE0000000T2,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,是,否,3594.526343,房地产,房地产开发Ⅱ
000004.SZ,国农科技,CNE0000000Y2,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,否,47.37010338,医药生物,化学制药
000005.SZ,世纪星源,CNE0000001L7,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,27.52195789,公用事业,环保工程及服务Ⅱ
000006.SZ,深振业A,CNE000000164,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,76.00472109,房地产,房地产开发Ⅱ
000007.SZ,全新好,CNE0000000P0,商业贸易-商业物业经营-一般物业经营,6120000000000000-6120010300000000-1000012596000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,否,32.87791938,商业贸易,商业物业经营
000008.SZ,神州高铁,CNE0000001C6,机械设备-运输设备Ⅱ-铁路设备,6107000000000000-1000012580000000-6109010600000000,机械--运输设备--铁路交通设备,b10a000000000000-b10a040000000000-b10a040100000000,否,否,是,76.19379248,机械设备,运输设备Ⅱ
000009.SZ,中国宝安,CNE000000222,综合-综合Ⅱ-综合Ⅲ,6123000000000000-6123010000000000-6123010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,是,193.183126,综合,综合Ⅱ
000010.SZ,美丽生态,CNE000000156,建筑装饰-园林工程Ⅱ-园林工程Ⅲ,6106020000000000-1000012551000000-1000012553000000,建筑--建筑施工--园林工程,b107000000000000-b107010000000000-1000034719000000,否,否,否,33.20411588,建筑装饰,园林工程Ⅱ
000011.SZ,深物业A,CNE000000248,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,79.74200251,房地产,房地产开发Ⅱ
000012.SZ,南玻A,CNE0000002R2,建筑材料-玻璃制造Ⅱ-玻璃制造Ⅲ,6106010000000000-6106010100000000-1000012547000000,建材--结构材料--玻璃,b108000000000000-1000034723000000-1000034725000000,否,否,是,214.0272399,建筑材料,玻璃制造Ⅱ
000014.SZ,沙河股份,CNE0000003G3,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,18.39551305,房地产,房地产开发Ⅱ
000016.SZ,深康佳A,CNE0000002T8,家用电器-视听器材-彩电,6111000000000000-6111020000000000-6111020100000000,家电--黑色家电Ⅱ--黑色家电Ⅲ,b10g000000000000-b10g020000000000-b10g020100000000,否,否,否,167.1114113,家用电器,视听器材
000017.SZ,*ST中华A,CNE0000002Q4,汽车-其他交运设备Ⅱ-其他交运设备Ⅲ,1000012588000000-1000004612000000-1000012590000000,机械--运输设备--其他运输设备,b10a000000000000-b10a040000000000-b10a040300000000,否,否,否,14.44531621,汽车,其他交运设备Ⅱ
000019.SZ,深粮控股,CNE000000354,商业贸易-贸易Ⅱ-贸易Ⅲ,6120000000000000-6120020000000000-6120020100000000,农林牧渔--农产品加工Ⅱ--农产品加工Ⅲ,b10k000000000000-1000034803000000-1000034804000000,否,否,否,89.89774981,商业贸易,贸易Ⅱ
000020.SZ,深华发A,CNE0000002V4,电子-电子制造-电子系统组装,6108000000000000-1000004583000000-1000004610000000,电子--光学光电--面板,b10p000000000000-1000034831000000-1000034834000000,否,否,否,28.28780658,电子,电子制造
000021.SZ,深科技,CNE000000FK4,电子-电子制造-电子系统组装,6108000000000000-1000004583000000-1000004610000000,电子--消费电子--消费电子组件,b10p000000000000-1000034836000000-1000034837000000,否,否,是,295.8702579,电子,电子制造
000023.SZ,深天地A,CNE000000834,建筑材料-其他建材Ⅱ-其他建材Ⅲ,6106010000000000-6106010400000000-1000012548000000,建材--结构材料--水泥,b108000000000000-1000034723000000-1000034724000000,否,否,否,23.44980456,建筑材料,其他建材Ⅱ
000025.SZ,特力A,CNE0000008N8,汽车-汽车服务Ⅱ-汽车服务Ⅲ,1000012588000000-6109020100000000-1000012589000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,是,81.25449332,汽车,汽车服务Ⅱ
000026.SZ,飞亚达,CNE000000875,轻工制造-家用轻工-珠宝首饰,6114000000000000-6114020000000000-1000004626000000,商贸零售--专营连锁--珠宝首饰及钟表,b10e000000000000-1000034765000000-1000034767000000,否,否,否,53.08339324,轻工制造,家用轻工
000027.SZ,深圳能源,CNE000000933,公用事业-电力-火电,6116000000000000-6116010000000000-6116010100000000,电力及公用事业--发电及电网--火电,b104000000000000-b104010000000000-b104010100000000,否,否,是,280.686005,公用事业,电力
000028.SZ,国药一致,CNE0000009N6,医药生物-医药商业Ⅱ-医药商业Ⅲ,6115000000000000-6115040000000000-6115040100000000,医药--其他医药医疗--医药流通,b10i000000000000-b10i040000000000-b10i040100000000,否,否,是,214.0634915,医药生物,医药商业Ⅱ
000029.SZ,深深房A,CNE0000009X5,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,84.47361,房地产,房地产开发Ⅱ
000030.SZ,富奥股份,CNE0000009Z0,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,否,141.9472855,汽车,汽车零部件Ⅱ
000031.SZ,大悦城,CNE000000BJ5,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,是,205.7430403,房地产,房地产开发Ⅱ
000032.SZ,深桑达A,CNE000000BK3,通信-通信设备-终端设备,1000012611000000-6110020000000000-6110020200000000,通信--通信设备制造--通信终端及配件,b10q000000000000-b10q020000000000-b10q020300000000,否,否,否,90.61907166,通信,通信设备
000034.SZ,神州数码,CNE000000DQ6,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--云服务--咨询实施及其他服务,b10r000000000000-1000034845000000-1000034849000000,否,否,否,161.4245831,计算机,计算机应用
000035.SZ,中国天楹,CNE000000FN8,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,113.8223561,公用事业,环保工程及服务Ⅱ
000036.SZ,华联控股,CNE000000G13,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,61.73165544,房地产,房地产开发Ⅱ
000037.SZ,深南电A,CNE000000G62,公用事业-电力-燃机发电,6116000000000000-6116010000000000-6116010300000000,电力及公用事业--发电及电网--火电,b104000000000000-b104010000000000-b104010100000000,否,否,否,69.55880358,公用事业,电力
000038.SZ,深大通,CNE000000FR9,传媒-营销传播-营销服务,6122010000000000-1000012607000000-1000004629000000,传媒--广告营销--互联网广告营销,b10s000000000000-1000034854000000-1000034855000000,否,否,否,57.55779383,传媒,营销传播
000039.SZ,中集集团,CNE000000644,机械设备-金属制品Ⅱ-金属制品Ⅲ,6107000000000000-6107050000000000-6107050100000000,机械--运输设备--其他运输设备,b10a000000000000-b10a040000000000-b10a040300000000,否,否,是,552.9130901,机械设备,金属制品Ⅱ
000040.SZ,东旭蓝天,CNE0000000D6,公用事业-电力-新能源发电,6116000000000000-6116010000000000-1000012600000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,50.10764942,公用事业,电力
000042.SZ,中洲控股,CNE000000H53,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,60.63259988,房地产,房地产开发Ⅱ
000045.SZ,深纺织A,CNE000000H61,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--光学光电--显示零组,b10p000000000000-1000034831000000-1000034835000000,否,否,否,38.38758429,电子,光学光电子
000046.SZ,泛海控股,CNE000000123,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,是,202.1322055,房地产,房地产开发Ⅱ
000048.SZ,京基智农,CNE000000HD5,农林牧渔-饲料Ⅱ-饲料Ⅲ,6101000000000000-6101040000000000-6101040100000000,农林牧渔--畜牧业--饲料加工,b10k000000000000-b10k020000000000-b10k020100000000,否,否,否,106.5798104,农林牧渔,饲料Ⅱ
000049.SZ,德赛电池,CNE0000000F1,电子-电子制造-电子系统组装,6108000000000000-1000004583000000-1000004610000000,电子--消费电子--消费电子组件,b10p000000000000-1000034836000000-1000034837000000,否,否,否,104.6348577,电子,电子制造
000050.SZ,深天马A,CNE000000HT1,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--光学光电--面板,b10p000000000000-1000034831000000-1000034834000000,否,否,是,379.7220136,电子,光学光电子
000055.SZ,方大集团,CNE000000JY7,建筑装饰-专业工程-其他专业工程,6106020000000000-1000004603000000-1000012562000000,建材--专用材料Ⅱ--其他专用材料,b108000000000000-1000034730000000-1000034732000000,否,否,否,50.60497122,建筑装饰,专业工程
000056.SZ,皇庭国际,CNE000000297,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,否,39.22925925,房地产,房地产开发Ⅱ
000058.SZ,深赛格,CNE000000NR3,商业贸易-商业物业经营-专业市场,6120000000000000-6120010300000000-1000012597000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,否,86.00167493,商业贸易,商业物业经营
000059.SZ,华锦股份,CNE000000NY9,化工-石油化工-石油加工,6103000000000000-6103050000000000-6103050100000000,石油石化--石油化工--炼油,b101000000000000-b101020000000000-b101020100000000,否,否,否,93.40744416,化工,石油化工
000060.SZ,中金岭南,CNE000000FS7,有色金属-工业金属-铅锌,6105000000000000-1000012617000000-6105020400000000,有色金属--工业金属--铅锌,b103000000000000-b103020000000000-b103020200000000,否,否,是,175.9854866,有色金属,工业金属
000061.SZ,农产品,CNE0000008V1,商业贸易-商业物业经营-专业市场,6120000000000000-6120010300000000-1000012597000000,农林牧渔--农产品加工Ⅱ--农产品加工Ⅲ,b10k000000000000-1000034803000000-1000034804000000,否,否,是,113.8662932,商业贸易,商业物业经营
000062.SZ,深圳华强,CNE0000008R9,电子-其他电子Ⅱ-其他电子Ⅲ,6108000000000000-6108020000000000-6108020100000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,是,141.8253041,电子,其他电子Ⅱ
000063.SZ,中兴通讯,CNE000000TK5,通信-通信设备-通信传输设备,1000012611000000-6110020000000000-6110020300000000,通信--通信设备制造--系统设备,b10q000000000000-b10q020000000000-b10q020600000000,否,是,否,1646.996259,通信,通信设备
000065.SZ,北方国际,CNE000000VZ9,建筑装饰-专业工程-国际工程承包,6106020000000000-1000004603000000-1000012561000000,建筑--建筑施工--专业工程及其他,b107000000000000-b107010000000000-1000034720000000,否,否,否,60.02222132,建筑装饰,专业工程
000066.SZ,中国长城,CNE000000RL7,计算机-计算机设备Ⅱ-计算机设备Ⅲ,1000012601000000-6110010000000000-6110010100000000,计算机--计算机设备--通用计算机设备,b10r000000000000-b10r010000000000-b10r010100000000,否,是,否,421.9510338,计算机,计算机设备Ⅱ
000068.SZ,华控赛格,CNE000000QV8,公用事业-环保工程及服务Ⅱ-环保工程及服务Ⅲ,6116000000000000-6116020000000000-6116020100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,31.71015112,公用事业,环保工程及服务Ⅱ
000069.SZ,华侨城A,CNE000000SS0,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,是,否,590.5291619,房地产,房地产开发Ⅱ
000070.SZ,特发信息,CNE000001238,通信-通信设备-通信传输设备,1000012611000000-6110020000000000-6110020300000000,通信--通信设备制造--线缆,b10q000000000000-b10q020000000000-b10q020700000000,否,否,否,87.12686845,通信,通信设备
000078.SZ,海王生物,CNE000000X95,医药生物-医药商业Ⅱ-医药商业Ⅲ,6115000000000000-6115040000000000-6115040100000000,医药--其他医药医疗--医药流通,b10i000000000000-b10i040000000000-b10i040100000000,否,否,是,111.9589136,医药生物,医药商业Ⅱ
000088.SZ,盐田港,CNE000000SF7,交通运输-港口Ⅱ-港口Ⅲ,6117000000000000-6117010000000000-6117010100000000,交通运输--公路铁路--公路,b10o000000000000-b10o010000000000-b10o010100000000,否,否,否,154.9672444,交通运输,港口Ⅱ
000089.SZ,深圳机场,CNE000000VK1,交通运输-机场Ⅱ-机场Ⅲ,6117000000000000-6117040000000000-6117040100000000,交通运输--航空机场--机场,b10o000000000000-b10o040000000000-b10o040200000000,否,否,是,179.0321781,交通运输,机场Ⅱ
000090.SZ,天健集团,CNE000000F89,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,建筑--建筑施工--房建建设,b107000000000000-b107010000000000-1000034717000000,否,否,是,127.8085077,房地产,房地产开发Ⅱ
000096.SZ,广聚能源,CNE000001410,化工-石油化工-石油贸易,6103000000000000-6103050000000000-6103050300000000,石油石化--石油化工--油品销售及仓储,b101000000000000-b101020000000000-b101020400000000,否,否,否,53.7504,化工,石油化工
000099.SZ,中信海直,CNE0000013Q1,交通运输-航空运输Ⅱ-航空运输Ⅲ,6117000000000000-6117030000000000-6117030100000000,交通运输--航空机场--航空,b10o000000000000-b10o040000000000-b10o040100000000,否,否,否,45.75831671,交通运输,航空运输Ⅱ
000100.SZ,TCL科技,CNE000001GL8,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--光学光电--面板,b10p000000000000-1000034831000000-1000034834000000,否,是,否,924.7187117,电子,光学光电子
000150.SZ,宜华健康,CNE0000014D7,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,6115000000000000-6115060000000000-6115060100000000,医药--其他医药医疗--医疗服务,b10i000000000000-b10i040000000000-b10i040300000000,否,否,否,24.66330135,医药生物,医疗服务Ⅱ
000151.SZ,中成股份,CNE0000014J4,商业贸易-贸易Ⅱ-贸易Ⅲ,6120000000000000-6120020000000000-6120020100000000,商贸零售--贸易Ⅱ--贸易Ⅲ,b10e000000000000-b10e020000000000-b10e020100000000,否,否,否,26.135034,商业贸易,贸易Ⅱ
000153.SZ,丰原药业,CNE0000014X5,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,否,26.03257858,医药生物,化学制药
000155.SZ,川能动力,CNE0000014Z0,公用事业-电力-新能源发电,6116000000000000-6116010000000000-1000012600000000,商贸零售--贸易Ⅱ--贸易Ⅲ,b10e000000000000-b10e020000000000-b10e020100000000,否,否,否,97.282,公用事业,电力
000156.SZ,华数传媒,CNE0000014L0,传媒-文化传媒-有线电视网络,6122010000000000-1000012604000000-6122040400000000,传媒--媒体--广播电视,b10s000000000000-b10s010000000000-b10s010200000000,否,否,是,141.1851624,传媒,文化传媒
000157.SZ,中联重科,CNE000001527,机械设备-专用设备-工程机械,6107000000000000-6107040000000000-6107040200000000,机械--工程机械Ⅱ--工程机械Ⅲ,b10a000000000000-b10a010000000000-b10a010100000000,否,是,否,639.0680369,机械设备,专用设备
000158.SZ,常山北明,CNE0000013X7,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,是,110.7841388,计算机,计算机应用
000159.SZ,国际实业,CNE0000014R7,化工-石油化工-石油贸易,6103000000000000-6103050000000000-6103050300000000,石油石化--石油化工--油品销售及仓储,b101000000000000-b101020000000000-b101020400000000,否,否,否,26.58193541,化工,石油化工
000166.SZ,申万宏源,CNE100002FD4,非银金融-证券Ⅱ-证券Ⅲ,1000012613000000-6119030000000000-6119030100000000,非银行金融--证券Ⅱ--证券Ⅲ,b10m000000000000-b10m010000000000-b10m010100000000,否,是,否,1327.117062,非银金融,证券Ⅱ
000301.SZ,东方盛虹,CNE0000012K6,化工-化学纤维-涤纶,6103000000000000-6103020000000000-6103020100000000,石油石化--石油化工--其他石化,b101000000000000-b101020000000000-b101020500000000,否,否,是,497.9909782,化工,化学纤维
000333.SZ,美的集团,CNE100001QQ5,家用电器-白色家电-空调,6111000000000000-6111010000000000-6111010200000000,家电--白色家电Ⅱ--白色家电Ⅲ,b10g000000000000-b10g010000000000-b10g010100000000,否,是,否,6110.366774,家用电器,白色家电
000338.SZ,潍柴动力,CNE1000000D4,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,是,否,1368.593247,汽车,汽车零部件Ⅱ
000400.SZ,许继电气,CNE0000007F6,电气设备-电气自动化设备-电网自动化,6107010000000000-1000012564000000-1000012565000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,是,173.7347953,电气设备,电气自动化设备
000401.SZ,冀东水泥,CNE000000GX5,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,6106010000000000-6106010200000000-1000012546000000,建材--结构材料--水泥,b108000000000000-1000034723000000-1000034724000000,否,否,是,216.2774277,建筑材料,水泥制造Ⅱ
000402.SZ,金融街,CNE000000KT5,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--非住宅物业开发和运营,b10n000000000000-b10n010000000000-b10n010200000000,否,否,是,208.3284145,房地产,房地产开发Ⅱ
000403.SZ,双林生物,CNE000000F14,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,否,188.1100424,医药生物,生物制品Ⅱ
000404.SZ,长虹华意,CNE000000KM0,家用电器-白色家电-家电零部件,6111000000000000-6111010000000000-6111010500000000,家电--照明电工及其他--其他家电,b10g000000000000-b10g040000000000-b10g040200000000,否,否,否,30.48462388,家用电器,白色家电
000407.SZ,胜利股份,CNE000000G88,公用事业-燃气Ⅱ-燃气Ⅲ,6116000000000000-6116030000000000-6116030100000000,电力及公用事业--环保及公用事业--燃气,b104000000000000-b104020000000000-b104020300000000,否,否,否,41.98003809,公用事业,燃气Ⅱ
000408.SZ,*ST藏格,CNE000000L08,化工-化学制品-钾肥,6103000000000000-6103040000000000-6103040600000000,基础化工--农用化工--钾肥,b106000000000000-b106010000000000-b106010200000000,否,否,否,163.4899208,化工,化学制品
000409.SZ,ST地矿,CNE000000L40,综合-综合Ⅱ-综合Ⅲ,6123000000000000-6123010000000000-6123010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,21.6634811,综合,综合Ⅱ
000410.SZ,*ST沈机,CNE0000008W9,机械设备-通用机械-机床工具,6107000000000000-6107020000000000-6107020100000000,机械--通用设备--机床设备,b10a000000000000-b10a030000000000-b10a030200000000,否,否,否,74.26598513,机械设备,通用机械
000411.SZ,英特集团,CNE0000008D9,医药生物-医药商业Ⅱ-医药商业Ⅲ,6115000000000000-6115040000000000-6115040100000000,医药--其他医药医疗--医药流通,b10i000000000000-b10i040000000000-b10i040100000000,否,否,否,47.62220957,医药生物,医药商业Ⅱ
000413.SZ,东旭光电,CNE000000578,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--光学光电--显示零组,b10p000000000000-1000034831000000-1000034835000000,否,否,否,149.5595281,电子,光学光电子
000415.SZ,渤海租赁,CNE0000009B1,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,非银行金融--多元金融--租赁,b10m000000000000-b10m030000000000-1000034809000000,否,否,是,171.9296916,非银金融,多元金融Ⅱ
000416.SZ,民生控股,CNE0000009P1,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,非银行金融--多元金融--其他非银金融,b10m000000000000-b10m030000000000-b10m030200000000,否,否,否,32.07185109,非银金融,多元金融Ⅱ
000417.SZ,合肥百货,CNE000000BV0,商业贸易-一般零售-百货,6120000000000000-1000012591000000-1000012592000000,商贸零售--一般零售--综合业态,b10e000000000000-b10e010000000000-1000034764000000,否,否,否,40.1640363,商业贸易,一般零售
000419.SZ,通程控股,CNE000000LL0,商业贸易-一般零售-多业态零售,6120000000000000-1000012591000000-1000012594000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,否,25.82017611,商业贸易,一般零售
000420.SZ,吉林化纤,CNE0000008F4,化工-化学纤维-粘胶,6103000000000000-6103020000000000-6103020300000000,基础化工--化学纤维--粘胶,b106000000000000-b106020000000000-b106020400000000,否,否,否,40.79362778,化工,化学纤维
000421.SZ,南京公用,CNE0000003L3,公用事业-燃气Ⅱ-燃气Ⅲ,6116000000000000-6116030000000000-6116030100000000,电力及公用事业--环保及公用事业--燃气,b104000000000000-b104020000000000-b104020300000000,否,否,否,34.93146297,公用事业,燃气Ⅱ
000422.SZ,ST宜化,CNE0000009C9,化工-化学原料-氯碱,6103000000000000-6103030000000000-6103030200000000,基础化工--农用化工--氮肥,b106000000000000-b106010000000000-b106010100000000,否,否,否,27.38493472,化工,化学原料
000423.SZ,东阿阿胶,CNE0000006Y9,医药生物-中药Ⅱ-中药Ⅲ,6115000000000000-6115050000000000-6115050100000000,医药--中药生产--中成药,b10i000000000000-b10i020000000000-b10i020200000000,否,否,否,279.2017942,医药生物,中药Ⅱ
000425.SZ,徐工机械,CNE000000FH0,机械设备-专用设备-工程机械,6107000000000000-6107040000000000-6107040200000000,机械--工程机械Ⅱ--工程机械Ⅲ,b10a000000000000-b10a010000000000-b10a010100000000,否,是,否,409.7008589,机械设备,专用设备
000426.SZ,兴业矿业,CNE000000D24,有色金属-工业金属-铅锌,6105000000000000-1000012617000000-6105020400000000,有色金属--工业金属--铅锌,b103000000000000-b103020000000000-b103020200000000,否,否,否,141.4638009,有色金属,工业金属
000428.SZ,华天酒店,CNE000000LM8,休闲服务-酒店Ⅱ-酒店Ⅲ,6121000000000000-6121030000000000-6121030100000000,消费者服务--酒店及餐饮--酒店,b10f000000000000-b10f020000000000-b10f020100000000,否,否,否,29.2431762,休闲服务,酒店Ⅱ
000429.SZ,粤高速A,CNE0000006Z6,交通运输-高速公路Ⅱ-高速公路Ⅲ,6117000000000000-6117050000000000-6117050100000000,交通运输--公路铁路--公路,b10o000000000000-b10o010000000000-b10o010100000000,否,否,否,143.011139,交通运输,高速公路Ⅱ
000430.SZ,张家界,CNE000000F22,休闲服务-景点-自然景点,6121000000000000-6121020000000000-6121020200000000,消费者服务--旅游及休闲--景区,b10f000000000000-b10f010000000000-b10f010100000000,否,否,否,19.99799369,休闲服务,景点
000488.SZ,晨鸣纸业,CNE0000015H5,轻工制造-造纸Ⅱ-造纸Ⅲ,6114000000000000-6114030000000000-6114030100000000,轻工制造--造纸Ⅱ--造纸Ⅲ,b109000000000000-b109010000000000-b109010100000000,否,否,是,208.5961532,轻工制造,造纸Ⅱ
000498.SZ,山东路桥,CNE0000009D7,建筑装饰-基础建设-路桥施工,6106020000000000-1000004602000000-1000012555000000,建筑--建筑施工--基建建设,b107000000000000-b107010000000000-1000034718000000,否,否,否,80.02770303,建筑装饰,基础建设
000501.SZ,鄂武商A,CNE000000024,商业贸易-一般零售-百货,6120000000000000-1000012591000000-1000012592000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,是,97.96967393,商业贸易,一般零售
000502.SZ,绿景控股,CNE000000214,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,14.43441131,房地产,房地产开发Ⅱ
000503.SZ,国新健康,CNE000000255,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,6115000000000000-6115060000000000-6115060100000000,医药--其他医药医疗--医疗服务,b10i000000000000-b10i040000000000-b10i040300000000,否,否,否,96.98291581,医药生物,医疗服务Ⅱ
000504.SZ,ST生物,CNE000000263,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,37.60696985,医药生物,生物制品Ⅱ
000505.SZ,京粮控股,CNE0000002X0,农林牧渔-农产品加工-粮油加工,6101000000000000-6101020000000000-6101020200000000,农林牧渔--农产品加工Ⅱ--农产品加工Ⅲ,b10k000000000000-1000034803000000-1000034804000000,否,否,否,62.88119671,农林牧渔,农产品加工
000506.SZ,中润资源,CNE0000004D8,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,25.17638132,房地产,房地产开发Ⅱ
000507.SZ,珠海港,CNE000000149,交通运输-港口Ⅱ-港口Ⅲ,6117000000000000-6117010000000000-6117010100000000,交通运输--航运港口--港口,b10o000000000000-b10o030000000000-b10o030200000000,否,否,否,53.77855893,交通运输,港口Ⅱ
000509.SZ,*ST华塑,CNE0000001G7,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,6115000000000000-6115060000000000-6115060100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,18.16062857,医药生物,医疗服务Ⅱ
000510.SZ,新金路,CNE000000172,化工-化学原料-氯碱,6103000000000000-6103030000000000-6103030200000000,基础化工--化学原料--氯碱,b106000000000000-b106030000000000-b106030200000000,否,否,否,27.83962901,化工,化学原料
